datetime,zone_id,station_no,serial_no,ta,rh,a_s,co2,pm2_5,pm10
2019-06-06,6_final,1,416C17D6,22.72,37.44,0.02,576.29,32.78,25.41
2019-06-06,7_inspect,1,416C18C5,22.23,37.53,0.03,577.72,36.0,25.36
2019-06-07,1_trim_1,3,416C1AE3,20.94,23.1,0.03,566.11,36.76,24.55
2019-06-07,2_trim_2,1,412450B7,23.55,40.16,0.03,568.95,34.59,26.21
2019-06-07,2_trim_2,2,416C19C7,23.07,45.53,0.04,553.63,35.42,26.06
2019-06-07,2_trim_2,3,416C19D3,21.36,45.78,0.01,574.55,35.35,24.95
2019-06-07,2_trim_2,4,416C19D5,23.53,39.93,0.01,565.97,35.87,25.75
2019-06-07,3_chassis_1,1,416C1935,22.35,46.74,0.03,596.41,34.53,26.88
2019-06-07,4_chassis_2,2,416C1AEB,22.55,38.64,0.02,456.24,37.46,25.14
2019-06-07,5_engine,2,416C19D4,22.61,44.12,0.01,562.66,36.6,24.88
2019-06-07,6_final,1,416C17D6,22.9,45.9,0.02,585.49,35.9,25.53
2019-06-07,7_inspect,1,416C18C5,22.35,44.47,0.01,575.69,34.41,25.2
2019-06-08,1_trim_1,3,416C1AE3,21.45,33.51,0.01,530.57,36.6,27.38
2019-06-08,2_trim_2,1,412450B7,23.47,45.75,0.05,480.49,35.49,24.39
2019-06-08,2_trim_2,2,416C19C7,23.07,50.26,0.01,457.96,34.48,27.02
2019-06-08,2_trim_2,3,416C19D3,21.58,50.74,0.01,495.16,36.41,24.69
2019-06-08,2_trim_2,4,416C19D5,23.71,45.93,0.01,473.98,36.36,25.33
2019-06-08,3_chassis_1,1,416C1935,22.36,52.59,0.02,459.17,34.81,24.33
2019-06-08,4_chassis_2,2,416C1AEB,22.98,49.63,0.04,544.05,34.82,24.73
2019-06-08,5_engine,2,416C19D4,22.32,46.59,0.01,446.76,33.97,25.77
2019-06-08,6_final,1,416C17D6,22.89,50.9,0.01,499.69,35.97,25.58
2019-06-08,7_inspect,1,416C18C5,22.32,49.01,0.01,477.87,36.3,25.83
2019-06-09,1_trim_1,3,416C1AE3,21.71,39.86,0.01,442.77,37.26,25.88
2019-06-09,2_trim_2,1,412450B7,23.93,42.83,0.04,453.19,36.95,25.92
2019-06-09,2_trim_2,2,416C19C7,23.78,39.62,0.02,478.49,36.86,25.3
2019-06-09,2_trim_2,3,416C19D3,22.25,47.48,0.01,469.14,36.15,24.67
2019-06-09,2_trim_2,4,416C19D5,24.29,42.78,0.01,441.89,34.9,25.1
2019-06-09,3_chassis_1,1,416C1935,22.82,49.58,0.02,423.4,33.52,26.28
2019-06-09,4_chassis_2,2,416C1AEB,22.8,51.5,0.01,402.19,35.17,24.85
2019-06-09,5_engine,2,416C19D4,23.25,44.97,0.01,419.79,34.57,25.65
2019-06-09,6_final,1,416C17D6,23.84,47.3,0.02,482.48,35.4,26.01
2019-06-09,7_inspect,1,416C18C5,23.44,45.24,0.01,440.62,33.34,25.71
2019-06-10,1_trim_1,3,416C1AE3,22.47,35.56,0.01,405.03,34.42,25.96
2019-06-10,2_trim_2,1,412450B7,24.42,39.25,0.02,447.25,35.23,25.18
2019-06-10,2_trim_2,2,416C19C7,24.31,45.41,0.02,427.74,34.3,25.14
2019-06-10,2_trim_2,3,416C19D3,22.88,44.31,0.01,465.72,34.81,24.4
2019-06-10,2_trim_2,4,416C19D5,24.58,38.23,0.01,435.22,36.32,26.62
2019-06-10,3_chassis_1,1,416C1935,23.51,46.43,0.02,424.91,37.15,24.72
2019-06-10,4_chassis_2,2,416C1AEB,23.88,47.45,0.01,374.58,36.58,25.32
2019-06-10,5_engine,2,416C19D4,23.93,43.87,0.01,402.72,36.75,24.08
2019-06-10,6_final,1,416C17D6,24.59,44.69,0.02,487.61,35.43,23.98
2019-06-10,7_inspect,1,416C18C5,24.12,42.79,0.01,430.6,35.53,25.02
2019-06-11,1_trim_1,3,416C1AE3,23.28,31.96,0.01,404.01,34.62,25.37
2019-06-11,2_trim_2,1,412450B7,23.67,42.33,0.03,542.03,36.41,26.21
2019-06-11,2_trim_2,2,416C19C7,23.68,47.33,0.04,509.58,35.62,24.85
2019-06-11,2_trim_2,3,416C19D3,22.43,46.25,0.01,535.68,36.71,24.41
2019-06-11,2_trim_2,4,416C19D5,23.81,42.01,0.03,539.95,35.74,23.89
2019-06-11,3_chassis_1,1,416C1935,23.07,48.11,0.03,544.04,37.14,25.79
2019-06-11,4_chassis_2,2,416C1AEB,24.54,44.3,0.02,374.13,35.72,25.38
2019-06-11,5_engine,2,416C19D4,23.21,44.73,0.02,510.82,33.98,23.81
2019-06-11,6_final,1,416C17D6,23.47,48.11,0.03,583.01,35.72,25.25
2019-06-11,7_inspect,1,416C18C5,23.14,45.0,0.03,532.79,36.17,25.96
2019-06-12,1_trim_1,3,416C1AE3,22.5,34.79,0.03,517.64,36.88,26.74
2019-06-12,2_trim_2,1,412450B7,23.62,44.51,0.02,583.07,34.8,26.91
2019-06-12,2_trim_2,2,416C19C7,23.47,49.66,0.03,544.77,35.33,25.13
2019-06-12,2_trim_2,3,416C19D3,22.31,48.87,0.01,566.54,36.22,24.92
2019-06-12,2_trim_2,4,416C19D5,23.7,45.03,0.02,594.09,37.21,24.92
2019-06-12,3_chassis_1,1,416C1935,22.67,52.54,0.02,537.88,34.35,26.93
2019-06-12,4_chassis_2,2,416C1AEB,23.76,46.95,0.05,469.3,35.63,26.27
2019-06-12,5_engine,2,416C19D4,23.16,46.34,0.01,548.82,36.81,25.03
2019-06-12,6_final,1,416C17D6,23.04,51.82,0.03,608.18,37.12,27.49
2019-06-12,7_inspect,1,416C18C5,22.82,48.63,0.03,583.93,36.39,26.16
2019-06-13,1_trim_1,3,416C1AE3,22.02,41.04,0.03,564.02,35.49,26.13
2019-06-13,2_trim_2,1,412450B7,23.93,39.92,0.02,544.68,36.61,24.2
2019-06-13,2_trim_2,2,416C19C7,23.71,45.5,0.03,519.72,35.4,24.93
2019-06-13,2_trim_2,3,416C19D3,22.78,43.11,0.01,569.74,36.09,25.22
2019-06-13,2_trim_2,4,416C19D5,23.8,41.95,0.01,546.25,33.48,27.27
2019-06-13,3_chassis_1,1,416C1935,22.93,46.79,0.03,561.16,35.69,27.34
2019-06-13,4_chassis_2,2,416C1AEB,23.6,50.2,0.04,503.3,34.25,26.87
2019-06-13,5_engine,2,416C19D4,23.17,44.36,0.01,556.65,34.95,24.74
2019-06-13,6_final,1,416C17D6,23.06,47.04,0.03,595.52,35.91,25.33
2019-06-13,7_inspect,1,416C18C5,22.8,45.34,0.03,581.63,33.15,25.98
2019-06-14,1_trim_1,3,416C1AE3,22.14,34.03,0.04,526.07,33.46,26.67
2019-06-14,2_trim_2,1,412450B7,23.69,31.74,0.02,546.91,35.58,24.08
2019-06-14,2_trim_2,2,416C19C7,23.26,38.05,0.03,529.22,35.16,26.32
2019-06-14,2_trim_2,3,416C19D3,21.99,36.55,0.01,555.45,34.03,25.63
2019-06-14,3_chassis_1,1,416C1935,22.54,36.7,0.03,557.05,36.28,25.94
2019-06-14,4_chassis_2,2,416C1AEB,23.61,45.1,0.04,484.26,35.22,25.09
2019-06-14,5_engine,2,416C19D4,22.79,40.91,0.01,505.27,34.66,24.89
2019-06-14,6_final,1,416C17D6,22.73,38.87,0.03,589.04,36.24,24.86
2019-06-14,7_inspect,1,416C18C5,22.51,38.02,0.03,572.9,32.84,25.39
2019-06-15,1_trim_1,3,416C1AE3,21.41,22.72,0.02,511.49,35.04,26.6
2019-06-15,2_trim_2,1,412450B7,24.41,32.11,0.01,482.82,35.33,25.37
2019-06-15,2_trim_2,2,416C19C7,23.84,37.88,0.01,444.06,35.24,25.12
2019-06-15,2_trim_2,3,416C19D3,22.14,37.48,0.01,490.35,33.43,25.71
2019-06-15,3_chassis_1,1,416C1935,22.78,37.99,0.02,460.33,36.48,24.94
2019-06-15,4_chassis_2,2,416C1AEB,23.16,37.05,0.03,470.73,34.51,26.11
2019-06-15,5_engine,2,416C19D4,22.78,38.97,0.01,569.01,37.87,24.95
2019-06-15,6_final,1,416C17D6,23.94,36.7,0.02,460.46,32.68,24.87
2019-06-15,7_inspect,1,416C18C5,23.64,37.43,0.01,488.3,34.85,25.12
2019-06-16,1_trim_1,3,416C1AE3,22.62,22.53,0.01,454.66,35.4,26.04
2019-06-16,2_trim_2,1,412450B7,24.3,38.01,0.01,452.05,34.6,26.41
2019-06-16,2_trim_2,2,416C19C7,23.6,43.93,0.01,435.55,35.92,25.54
2019-06-16,2_trim_2,3,416C19D3,22.16,43.73,0.01,462.32,34.4,26.55
2019-06-16,3_chassis_1,1,416C1935,22.94,43.65,0.02,416.23,37.51,25.38
2019-06-16,4_chassis_2,2,416C1AEB,23.93,35.9,0.01,364.5,35.52,25.57
2019-06-16,5_engine,2,416C19D4,23.28,39.85,0.01,443.9,35.72,25.26
2019-06-16,6_final,1,416C17D6,23.54,45.69,0.01,437.94,35.0,25.57
2019-06-16,7_inspect,1,416C18C5,23.12,41.41,0.01,427.06,34.8,25.96
2019-06-17,1_trim_1,3,416C1AE3,22.62,28.21,0.01,408.32,37.34,25.38
2019-06-17,2_trim_2,1,412450B7,23.82,43.06,0.02,553.82,34.89,24.82
2019-06-17,2_trim_2,2,416C19C7,23.15,49.49,0.04,580.87,36.43,25.26
2019-06-17,2_trim_2,3,416C19D3,21.47,49.57,0.01,550.09,32.74,25.36
2019-06-17,3_chassis_1,1,416C1935,22.63,50.38,0.03,552.78,34.76,24.11
2019-06-17,4_chassis_2,2,416C1AEB,23.41,44.07,0.01,350.21,35.98,25.29
2019-06-17,5_engine,2,416C19D4,22.74,44.38,0.01,515.57,36.36,26.41
2019-06-17,6_final,1,416C17D6,22.94,50.24,0.03,553.38,36.25,25.56
2019-06-17,7_inspect,1,416C18C5,22.42,47.57,0.02,543.51,35.65,25.6
2019-06-18,1_trim_1,3,416C1AE3,22.35,36.4,0.01,579.84,35.96,25.01
2019-06-18,2_trim_2,1,412450B7,23.79,43.15,0.02,577.75,36.36,25.14
2019-06-18,2_trim_2,2,416C19C7,23.09,49.41,0.05,574.22,36.54,25.31
2019-06-18,2_trim_2,3,416C19D3,22.18,47.68,0.01,570.96,36.9,24.88
2019-06-18,3_chassis_1,1,416C1935,22.84,50.32,0.03,580.32,36.97,25.12
2019-06-18,4_chassis_2,2,416C1AEB,23.2,49.27,0.05,513.18,35.06,25.42
2019-06-18,5_engine,2,416C19D4,22.78,45.98,0.01,626.17,34.61,25.18
2019-06-18,6_final,1,416C17D6,22.86,50.05,0.02,589.16,35.46,26.49
2019-06-18,7_inspect,1,416C18C5,22.46,48.15,0.02,587.7,35.84,24.93
2019-06-19,1_trim_1,3,416C1AE3,21.44,39.66,0.03,525.91,36.4,25.75
2019-06-19,2_trim_2,1,412450B7,23.58,32.49,0.02,564.29,37.11,23.6
2019-06-19,2_trim_2,2,416C19C7,23.04,38.22,0.05,570.98,36.86,25.64
2019-06-19,2_trim_2,3,416C19D3,21.88,36.34,0.01,561.69,35.57,25.59
2019-06-19,3_chassis_1,1,416C1935,22.41,37.11,0.03,541.32,36.92,27.06
2019-06-19,4_chassis_2,2,416C1AEB,22.67,48.01,0.01,416.01,36.11,25.9
2019-06-19,5_engine,2,416C19D4,22.38,43.62,0.01,531.4,33.92,23.73
2019-06-19,6_final,1,416C17D6,22.61,37.78,0.03,558.56,34.48,24.73
2019-06-19,7_inspect,1,416C18C5,22.33,38.86,0.03,564.28,35.71,26.14
2019-06-20,1_trim_1,3,416C1AE3,21.16,23.6,0.02,557.44,36.51,24.94
2019-06-20,2_trim_2,1,412450B7,23.39,30.6,0.02,574.45,36.79,23.71
2019-06-20,2_trim_2,2,416C19C7,23.0,35.98,0.02,599.46,34.91,24.58
2019-06-20,2_trim_2,3,416C19D3,21.79,34.56,0.01,588.18,32.64,25.66
2019-06-20,3_chassis_1,1,416C1935,22.23,33.88,0.04,560.46,34.85,25.47
2019-06-20,4_chassis_2,2,416C1AEB,23.26,33.13,0.05,530.49,34.12,25.11
2019-06-20,5_engine,2,416C19D4,22.41,38.5,0.02,608.48,36.58,26.73
2019-06-20,6_final,1,416C17D6,22.41,36.2,0.03,571.28,35.94,26.33
2019-06-20,7_inspect,1,416C18C5,22.07,36.2,0.02,582.86,34.36,25.24
2019-06-21,1_trim_1,3,416C1AE3,20.85,20.86,0.03,630.37,36.23,25.06
2019-06-21,2_trim_2,1,412450B7,23.22,27.97,0.02,576.83,34.31,24.7
2019-06-21,2_trim_2,2,416C19C7,22.84,32.66,0.03,560.8,35.95,26.37
2019-06-21,2_trim_2,3,416C19D3,21.52,31.62,0.01,557.22,34.04,26.0
2019-06-21,3_chassis_1,1,416C1935,22.25,30.06,0.04,557.43,34.75,25.61
2019-06-21,4_chassis_2,2,416C1AEB,23.03,35.08,0.05,528.62,36.58,25.32
2019-06-21,5_engine,2,416C19D4,22.23,37.57,0.02,563.77,37.84,25.31
2019-06-21,6_final,1,416C17D6,22.38,32.62,0.02,542.29,37.27,23.9
2019-06-21,7_inspect,1,416C18C5,22.04,33.51,0.03,572.38,36.35,25.35
2019-06-22,1_trim_1,3,416C1AE3,20.94,15.47,0.03,575.8,34.49,24.69
2019-06-22,2_trim_2,1,412450B7,23.45,26.53,0.02,454.8,36.15,25.18
2019-06-22,2_trim_2,2,416C19C7,22.67,32.73,0.01,463.23,35.48,26.46
2019-06-22,2_trim_2,3,416C19D3,21.18,32.08,0.01,473.7,37.06,24.19
2019-06-22,3_chassis_1,1,416C1935,22.12,30.6,0.02,437.65,37.16,26.62
2019-06-22,4_chassis_2,2,416C1AEB,22.91,32.04,0.03,486.37,33.85,25.3
2019-06-22,5_engine,2,416C19D4,22.1,37.61,0.01,454.72,34.58,24.64
2019-06-22,6_final,1,416C17D6,22.73,31.07,0.01,459.04,35.93,26.28
2019-06-22,7_inspect,1,416C18C5,22.27,33.02,0.01,452.01,36.15,25.86
2019-06-23,1_trim_1,3,416C1AE3,21.15,15.12,0.01,452.67,35.64,25.39
2019-06-23,2_trim_2,1,412450B7,23.35,29.74,0.02,442.58,35.88,25.47
2019-06-23,2_trim_2,2,416C19C7,22.52,35.72,0.01,568.63,35.93,26.06
2019-06-23,2_trim_2,3,416C19D3,21.22,34.95,0.01,458.52,33.73,25.95
2019-06-23,2_trim_2,4,416C19D5,26.46,30.77,0.05,497.15,29.08,25.73
2019-06-23,3_chassis_1,1,416C1935,22.16,33.58,0.02,425.98,37.8,25.78
2019-06-23,4_chassis_2,2,416C1AEB,22.82,31.15,0.01,360.07,36.29,25.55
2019-06-23,5_engine,2,416C19D4,21.94,38.89,0.01,423.46,36.38,25.06
2019-06-23,6_final,1,416C17D6,22.55,34.5,0.01,455.51,35.27,24.46
2019-06-23,7_inspect,1,416C18C5,22.13,35.29,0.01,420.18,33.75,23.8
2019-06-24,1_trim_1,3,416C1AE3,21.04,18.48,0.01,419.43,34.43,25.8
2019-06-24,2_trim_2,1,412450B7,23.32,38.73,0.02,554.85,33.03,26.51
2019-06-24,2_trim_2,2,416C19C7,22.8,44.2,0.03,588.97,34.27,25.6
2019-06-24,2_trim_2,3,416C19D3,21.81,43.01,0.01,566.56,36.4,26.77
2019-06-24,2_trim_2,4,416C19D5,23.63,28.0,0.01,420.0,42.0,31.0
2019-06-24,3_chassis_1,1,416C1935,22.62,43.39,0.04,580.98,35.51,25.66
2019-06-24,4_chassis_2,2,416C1AEB,22.68,34.78,0.01,350.53,35.97,25.23
2019-06-24,5_engine,2,416C19D4,22.12,43.05,0.02,555.14,34.07,27.3
2019-06-24,6_final,1,416C17D6,22.64,45.35,0.02,594.52,36.57,25.57
2019-06-24,7_inspect,1,416C18C5,22.02,42.85,0.02,561.06,35.4,25.55
2019-06-25,1_trim_1,3,416C1AE3,21.25,30.75,0.02,595.77,36.82,24.98
2019-06-25,2_trim_2,1,412450B7,23.41,44.48,0.02,583.05,35.17,25.59
2019-06-25,2_trim_2,2,416C19C7,22.72,50.5,0.04,619.97,34.02,25.28
2019-06-25,2_trim_2,3,416C19D3,21.84,48.72,0.01,591.44,36.7,26.74
2019-06-25,2_trim_2,4,416C19D5,23.64,46.17,0.03,682.44,38.94,22.11
2019-06-25,3_chassis_1,1,416C1935,22.69,50.59,0.03,627.94,33.91,24.58
2019-06-25,4_chassis_2,2,416C1AEB,22.83,44.01,0.04,492.05,34.35,26.36
2019-06-25,5_engine,2,416C19D4,22.39,45.97,0.02,593.31,38.4,25.17
2019-06-25,6_final,1,416C17D6,22.79,50.95,0.03,634.0,35.22,25.97
2019-06-25,7_inspect,1,416C18C5,22.19,48.07,0.02,602.78,35.35,23.74
2019-06-26,1_trim_1,3,416C1AE3,21.15,40.13,0.02,609.55,37.03,25.58
2019-06-26,2_trim_2,1,412450B7,23.55,44.68,0.02,557.5,34.67,24.93
2019-06-26,2_trim_2,2,416C19C7,22.78,51.01,0.05,570.71,35.35,25.25
2019-06-26,2_trim_2,3,416C19D3,22.19,48.5,0.01,565.57,37.08,26.19
2019-06-26,3_chassis_1,1,416C1935,22.67,51.25,0.04,565.43,36.42,26.12
2019-06-26,4_chassis_2,2,416C1AEB,23.0,49.8,0.04,531.57,34.14,24.45
2019-06-26,5_engine,2,416C19D4,22.48,46.28,0.01,570.1,36.05,24.86
2019-06-26,6_final,1,416C17D6,22.82,51.19,0.03,611.59,34.68,27.21
2019-06-26,7_inspect,1,416C18C5,22.21,49.08,0.02,590.5,34.37,25.14
2019-06-27,1_trim_1,3,416C1AE3,21.28,41.12,0.02,585.16,36.98,25.88
2019-06-27,2_trim_2,1,412450B7,23.58,44.78,0.02,562.1,36.49,25.65
2019-06-27,2_trim_2,2,416C19C7,23.05,50.67,0.05,587.57,36.07,25.61
2019-06-27,2_trim_2,3,416C19D3,22.13,49.02,0.01,573.91,35.9,27.61
2019-06-27,2_trim_2,4,416C19D5,22.76,44.22,0.06,482.96,41.22,33.22
2019-06-27,3_chassis_1,1,416C1935,22.71,51.79,0.04,571.89,36.48,25.89
2019-06-27,4_chassis_2,2,416C1AEB,23.08,50.09,0.04,506.9,36.56,26.89
2019-06-27,5_engine,2,416C19D4,22.45,46.73,0.02,569.58,36.13,25.42
2019-06-27,6_final,1,416C17D6,22.86,51.33,0.03,603.13,35.04,26.21
2019-06-27,7_inspect,1,416C18C5,22.41,48.98,0.02,583.12,36.07,25.46
2019-06-28,1_trim_1,3,416C1AE3,21.51,40.84,0.03,569.23,34.16,25.39
2019-06-28,2_trim_2,1,412450B7,23.72,44.73,0.02,558.71,35.11,24.47
2019-06-28,2_trim_2,2,416C19C7,23.02,50.9,0.03,587.76,35.82,25.21
2019-06-28,2_trim_2,3,416C19D3,22.18,49.13,0.01,585.12,33.08,25.95
2019-06-28,3_chassis_1,1,416C1935,22.88,51.45,0.04,577.46,36.67,25.35
2019-06-28,4_chassis_2,2,416C1AEB,23.22,50.23,0.05,520.35,34.47,25.36
2019-06-28,5_engine,2,416C19D4,22.64,46.5,0.02,559.97,37.29,25.46
2019-06-28,6_final,1,416C17D6,22.94,51.17,0.02,590.83,36.03,24.86
2019-06-28,7_inspect,1,416C18C5,22.62,48.61,0.03,573.08,35.15,24.92
2019-06-29,1_trim_1,3,416C1AE3,21.88,40.14,0.02,583.03,34.48,26.04
2019-06-29,2_trim_2,1,412450B7,24.33,42.58,0.01,473.42,35.54,25.59
2019-06-29,2_trim_2,2,416C19C7,23.26,49.0,0.01,485.0,8.0,6.0
2019-06-29,2_trim_2,3,416C19D3,22.4,47.92,0.01,512.87,34.69,24.45
2019-06-29,3_chassis_1,1,416C1935,23.2,50.4,0.02,454.55,35.85,25.42
2019-06-29,4_chassis_2,2,416C1AEB,23.26,50.08,0.03,500.13,36.01,25.91
2019-06-29,5_engine,2,416C19D4,23.41,45.43,0.01,453.05,34.2,25.07
2019-06-29,6_final,1,416C17D6,24.02,47.51,0.02,482.92,35.81,25.96
2019-06-29,7_inspect,1,416C18C5,23.63,46.25,0.01,463.53,35.32,25.27
2019-06-30,1_trim_1,3,416C1AE3,22.85,37.24,0.01,462.76,37.4,25.54
2019-06-30,2_trim_2,1,412450B7,24.64,37.02,0.02,443.41,34.02,25.34
2019-06-30,2_trim_2,2,416C19C7,23.44,46.0,0.01,442.0,16.0,16.0
2019-06-30,2_trim_2,3,416C19D3,22.71,43.02,0.01,474.79,35.99,26.13
2019-06-30,2_trim_2,4,416C19D5,24.09,41.18,0.05,432.82,32.29,24.89
2019-06-30,3_chassis_1,1,416C1935,23.52,45.17,0.02,423.02,35.09,26.13
2019-06-30,4_chassis_2,2,416C1AEB,23.99,46.98,0.01,377.83,35.66,25.15
2019-06-30,5_engine,2,416C19D4,23.71,42.66,0.01,422.72,36.36,25.3
2019-06-30,6_final,1,416C17D6,24.46,39.6,0.02,449.16,35.33,26.01
2019-06-30,7_inspect,1,416C18C5,24.08,42.23,0.01,422.95,36.18,26.35
2019-07-01,1_trim_1,3,416C1AE3,23.35,30.09,0.01,416.94,35.16,25.72
2019-07-01,2_trim_2,1,412450B7,23.79,29.97,0.02,555.16,36.54,25.46
2019-07-01,2_trim_2,2,416C19C7,23.43,38.0,0.02,440.0,42.0,12.0
2019-07-01,2_trim_2,3,416C19D3,22.21,34.83,0.01,583.98,35.4,25.55
2019-07-01,2_trim_2,4,416C19D5,24.16,32.21,0.01,431.29,39.86,22.96
2019-07-01,3_chassis_1,1,416C1935,22.79,34.86,0.04,579.47,36.55,25.09
2019-07-01,4_chassis_2,2,416C1AEB,24.34,40.2,0.02,349.63,36.51,25.95
2019-07-01,5_engine,2,416C19D4,22.76,39.36,0.02,568.86,33.33,25.52
2019-07-01,6_final,1,416C17D6,22.96,34.2,0.02,574.28,34.76,26.03
2019-07-01,7_inspect,1,416C18C5,22.79,35.99,0.03,560.64,36.16,26.55
2019-07-02,1_trim_1,3,416C1AE3,21.17,21.19,0.04,543.84,35.04,23.82
2019-07-02,2_trim_2,1,412450B7,23.67,27.75,0.02,573.53,37.64,24.98
2019-07-02,2_trim_2,3,416C19D3,21.91,31.85,0.01,585.17,34.09,25.95
2019-07-02,3_chassis_1,1,416C1935,22.72,30.35,0.03,605.09,34.59,26.13
2019-07-02,4_chassis_2,2,416C1AEB,23.3,34.55,0.05,488.97,36.85,25.42
2019-07-02,5_engine,2,416C19D4,22.79,37.75,0.01,607.33,35.51,25.62
2019-07-02,6_final,1,416C17D6,22.78,32.88,0.02,583.96,35.11,26.17
2019-07-02,7_inspect,1,416C18C5,22.55,33.48,0.02,576.59,35.14,25.03
2019-07-03,1_trim_1,3,416C1AE3,21.01,15.86,0.05,571.42,35.34,24.36
2019-07-03,2_trim_2,1,412450B7,23.66,32.82,0.02,570.39,34.68,26.12
2019-07-03,2_trim_2,2,416C19C7,23.34,45.0,0.01,545.25,45.5,29.5
2019-07-03,2_trim_2,3,416C19D3,22.19,36.8,0.01,587.64,34.47,25.76
2019-07-03,3_chassis_1,1,416C1935,22.71,37.23,0.03,589.08,33.35,25.4
2019-07-03,4_chassis_2,2,416C1AEB,23.24,32.2,0.04,509.94,35.45,25.0
2019-07-03,5_engine,2,416C19D4,22.73,40.45,0.01,600.18,35.52,24.78
2019-07-03,6_final,1,416C17D6,22.69,38.42,0.02,587.6,35.24,25.16
2019-07-03,7_inspect,1,416C18C5,22.46,38.2,0.02,575.73,34.37,25.08
2019-07-04,1_trim_1,3,416C1AE3,21.05,25.75,0.05,611.34,34.78,24.43
2019-07-04,2_trim_2,1,412450B7,23.31,42.54,0.04,576.57,35.83,25.9
2019-07-04,2_trim_2,3,416C19D3,22.49,44.95,0.01,597.9,36.18,26.05
2019-07-04,3_chassis_1,1,416C1935,22.9,47.2,0.03,598.46,35.17,25.75
2019-07-04,4_chassis_2,2,416C1AEB,23.28,38.03,0.04,509.25,35.41,25.5
2019-07-04,5_engine,2,416C19D4,22.89,44.78,0.01,636.64,35.3,26.38
2019-07-04,6_final,1,416C17D6,22.79,47.96,0.02,598.91,34.34,25.88
2019-07-04,7_inspect,1,416C18C5,22.48,45.92,0.02,587.88,35.31,24.09
2019-07-05,1_trim_1,3,416C1AE3,21.63,36.21,0.04,631.68,35.38,26.14
2019-07-05,2_trim_2,1,412450B7,23.63,44.52,0.02,566.14,33.44,25.98
2019-07-05,2_trim_2,2,416C19C7,23.09,50.0,0.01,498.0,20.0,5.0
2019-07-05,2_trim_2,3,416C19D3,22.49,47.94,0.01,598.05,35.29,25.64
2019-07-05,3_chassis_1,1,416C1935,23.03,50.19,0.04,607.31,36.49,24.4
2019-07-05,4_chassis_2,2,416C1AEB,23.41,46.64,0.03,507.01,35.61,26.1
2019-07-05,5_engine,2,416C19D4,22.96,45.87,0.01,617.16,35.69,24.42
2019-07-05,6_final,1,416C17D6,22.69,52.17,0.02,589.79,35.25,25.08
2019-07-05,7_inspect,1,416C18C5,22.33,48.65,0.03,584.85,35.69,24.9
2019-07-06,1_trim_1,3,416C1AE3,21.69,40.11,0.03,573.38,35.43,25.26
2019-07-06,2_trim_2,1,412450B7,24.14,41.94,0.01,503.03,37.35,24.27
2019-07-06,2_trim_2,3,416C19D3,22.72,45.91,0.01,549.97,38.26,25.59
2019-07-06,3_chassis_1,1,416C1935,23.3,47.46,0.02,495.06,35.54,24.71
2019-07-06,4_chassis_2,2,416C1AEB,23.19,49.72,0.03,499.4,34.87,25.72
2019-07-06,5_engine,2,416C19D4,23.22,44.75,0.01,501.13,37.92,25.66
2019-07-06,6_final,1,416C17D6,23.65,47.5,0.02,503.74,35.87,25.81
2019-07-06,7_inspect,1,416C18C5,23.3,45.53,0.01,484.99,34.72,24.65
2019-07-07,1_trim_1,3,416C1AE3,22.81,34.3,0.01,467.36,35.33,25.94
2019-07-07,2_trim_2,1,412450B7,24.4,42.35,0.02,469.36,37.2,26.52
2019-07-07,2_trim_2,2,416C19C7,23.84,48.0,0.02,474.0,32.0,29.5
2019-07-07,2_trim_2,3,416C19D3,22.82,46.67,0.01,511.59,35.86,25.48
2019-07-07,3_chassis_1,1,416C1935,23.52,47.95,0.02,452.44,34.51,25.62
2019-07-07,4_chassis_2,2,416C1AEB,23.83,46.31,0.01,415.69,34.88,24.78
2019-07-07,5_engine,2,416C19D4,23.3,45.21,0.01,462.49,34.89,25.43
2019-07-07,6_final,1,416C17D6,23.88,48.24,0.02,471.02,35.68,26.44
2019-07-07,7_inspect,1,416C18C5,23.43,45.82,0.01,440.33,34.82,24.89
2019-07-08,1_trim_1,3,416C1AE3,23.23,34.19,0.01,422.92,36.02,26.27
2019-07-08,2_trim_2,1,412450B7,24.02,42.27,0.02,557.48,34.49,25.62
2019-07-08,2_trim_2,2,416C19C7,23.66,48.0,0.02,456.0,42.0,35.0
2019-07-08,2_trim_2,3,416C19D3,22.87,45.75,0.01,573.96,35.89,25.22
2019-07-08,3_chassis_1,1,416C1935,23.31,47.68,0.03,575.2,35.95,25.1
2019-07-08,4_chassis_2,2,416C1AEB,24.06,47.29,0.01,390.13,34.0,24.73
2019-07-08,5_engine,2,416C19D4,22.94,45.61,0.01,584.16,36.0,27.03
2019-07-08,6_final,1,416C17D6,23.34,48.49,0.03,587.86,36.08,24.74
2019-07-08,7_inspect,1,416C18C5,22.84,46.61,0.03,559.31,34.46,24.21
2019-07-09,1_trim_1,3,416C1AE3,22.41,36.42,0.04,567.72,34.71,25.66
2019-07-09,2_trim_2,1,412450B7,23.79,33.69,0.02,564.19,35.07,24.98
2019-07-09,2_trim_2,2,416C19C7,23.68,40.67,0.03,616.33,39.33,23.33
2019-07-09,2_trim_2,3,416C19D3,22.3,37.57,0.01,587.36,35.92,25.18
2019-07-09,3_chassis_1,1,416C1935,23.07,37.2,0.04,617.19,34.25,25.25
2019-07-09,4_chassis_2,2,416C1AEB,23.48,48.09,0.03,498.56,33.29,24.74
